name,slug,state,region,lat,lng,website_url,cam_page_url,snotel_station_id,is_active,x_url,facebook_url,instagram_url
Powder Mountain,powder-mountain,UT,Northern Wasatch,41.3825,-111.7817,https://www.powdermountain.com,https://www.powdermountain.com/webcams,1300:UT:SNTL,true,https://x.com/PowMow,https://www.facebook.com/powdermountain,https://www.instagram.com/powdermountain/
Brian Head Resort,brian-head,UT,Southern Utah,37.6944,-112.8442,https://brianhead.com,https://brianhead.com/webcams,1154:UT:SNTL,true,https://x.com/brianheadresort,https://www.facebook.com/brianheadresort/,https://www.instagram.com/brianheadresort/
Sundance Mountain Resort,sundance,UT,Wasatch Range,40.3928,-111.5897,https://www.sundanceresort.com,https://www.sundanceresort.com/webcams,820:UT:SNTL,true,https://x.com/SundanceResort,https://www.facebook.com/SundanceResort,https://www.instagram.com/sundanceresort/
June Mountain,june-mountain,CA,Eastern Sierra,37.7683,-119.0761,https://www.junemountain.com,https://www.mammothmountain.com/on-the-mountain/june-mountain-webcam,2191:CA:SCAN,true,https://x.com/JuneMountain,https://www.facebook.com/JuneMountain/,https://www.instagram.com/junemountain/
China Peak Mountain Resort,china-peak,CA,Central Sierra,37.2319,-119.1561,https://skichinapeak.com,https://skichinapeak.com/webcams,,true,,https://www.facebook.com/chinapeak,https://www.instagram.com/skichinapeak/
Mt. Baldy Ski Lifts,mt-baldy,CA,Southern California,34.2664,-117.6467,https://www.mtbaldy.com,https://www.mtbaldy.com/webcam,,true,,https://www.facebook.com/MtBaldyResort/,https://www.instagram.com/mtbaldyresort/
Snow Valley Mountain Resort,snow-valley,CA,Southern California,34.2361,-117.0481,https://www.snow-valley.com,https://www.snow-valley.com/mountain-conditions/webcams,,true,https://x.com/snow_valley_ca,https://www.facebook.com/SnowValleyMtnResortCA/,https://www.instagram.com/snowvalleymtnresort/
Tahoe Donner Downhill Ski Area,tahoe-donner,CA,Lake Tahoe,39.3786,-120.2597,https://tahoedonner.com,https://tahoedonner.com/amenities/downhill-skiing/,541:CA:SNTL,true,https://x.com/tahoedonner,https://www.facebook.com/tahoedonner/,https://www.instagram.com/tahoedonnerassociation/
Mt. Baker Ski Area,mt-baker,WA,North Cascades,48.8561,-121.6722,https://www.mtbakerskiarea.com,https://www.mtbakerskiarea.com/conditions/webcams,909:WA:SNTL,true,,https://www.facebook.com/mtbakerskiarea,https://www.instagram.com/themtbakerskiarea/
White Pass Ski Area,white-pass,WA,Cascade Range,46.6417,-121.3908,https://skiwhitepass.com,https://skiwhitepass.com/plan-your-visit/mountain-cams/,863:WA:SNTL,true,https://x.com/WhitePass,https://www.facebook.com/SkiWhitePass,https://www.instagram.com/whitepass/
49 Degrees North Mountain Resort,49-degrees-north,WA,Selkirk Mountains,48.4369,-117.4547,https://www.ski49n.com,https://www.ski49n.com/mountain/webcams,376:WA:SNTL,true,https://x.com/49DegreesNorth,https://www.facebook.com/ski49n,https://www.instagram.com/49degreesnorth/
Ski Bluewood,ski-bluewood,WA,Blue Mountains,46.1631,-117.8358,https://www.bluewood.com,https://www.bluewood.com/webcam,824:WA:SNTL,true,https://x.com/skibluewood,https://www.facebook.com/SkiBluewood/,https://www.instagram.com/skibluewood/
Hoodoo Ski Area,hoodoo,OR,Cascade Range,44.4028,-121.8617,https://hoodoo.com,https://hoodoo.com/web-cams/,526:OR:SNTL,true,https://x.com/HoodooSki,https://www.facebook.com/HoodooRecreation/,https://www.instagram.com/skihoodoo/
Willamette Pass Resort,willamette-pass,OR,Cascade Range,43.5931,-122.0508,https://willamettepass.com,https://willamettepass.com/webcam,388:OR:SNTL,true,,https://www.facebook.com/willamettepass/,https://www.instagram.com/skiwillamette/
Mt. Ashland Ski Area,mt-ashland,OR,Cascade Range,42.0731,-122.7053,https://www.mtashland.com,https://www.mtashland.com/webcam,341:OR:SNTL,true,https://x.com/mtashland,https://www.facebook.com/mtashlandskiarea,https://www.instagram.com/mt_ashland_ski_area/
Whitefish Mountain Resort,whitefish,MT,Glacier Country,48.4789,-114.3569,https://skiwhitefish.com,https://skiwhitefish.com/mountain/webcams,469:MT:SNTL,true,https://x.com/SkiWhitefish,https://www.facebook.com/skiwhitefish/,https://www.instagram.com/skiwhitefish/
Bridger Bowl Ski Area,bridger-bowl,MT,Gallatin Range,45.8150,-110.9036,https://www.bridgerbowl.com,https://www.bridgerbowl.com/mountain-report/webcams,929:MT:SNTL,true,https://x.com/bridgerbowl,https://www.facebook.com/BridgerBowl/,https://www.instagram.com/bridgerbowl/
Red Lodge Mountain,red-lodge,MT,Beartooth Range,45.1606,-109.3547,https://www.redlodgemountain.com,https://www.redlodgemountain.com/mountain-report/webcams,407:MT:SNTL,true,https://x.com/RedLodgeMntn,https://www.facebook.com/redlodgemountain/,https://www.instagram.com/redlodgemountain/
Brundage Mountain Resort,brundage,ID,West-Central Idaho,44.8236,-116.4189,https://brundage.com,https://brundage.com/webcam,782:ID:SNTL,true,https://x.com/brundagemtn,https://www.facebook.com/BrundageMountainResort,https://www.instagram.com/brundagemtn/
Lookout Pass Ski Area,lookout-pass,ID,Bitterroot Mountains,47.4631,-115.7092,https://skilookout.com,https://skilookout.com/webcam,594:ID:SNTL,true,https://x.com/skilookout,https://www.facebook.com/SkiLookoutPass/,https://www.instagram.com/skilookoutpass/
Snow King Mountain,snow-king,WY,Teton Range,43.4769,-110.7614,https://www.snowkingmountain.com,https://www.snowkingmountain.com/webcams,689:WY:SNTL,true,https://x.com/SnowKingMTN,https://www.facebook.com/SnowKingMountain/,https://www.instagram.com/snowkingmountain/
Angel Fire Resort,angel-fire,NM,Moreno Valley,36.3903,-105.2878,https://www.angelfireresort.com,https://www.angelfireresort.com/webcams,1170:NM:SNTL,true,https://x.com/angelfireresort,https://www.facebook.com/angelfireresort,https://www.instagram.com/angel_fire_resort/
Red River Ski Area,red-river,NM,Sangre de Cristo,36.7056,-105.4028,https://redriverskiarea.com,https://redriverskiarea.com/cam,715:NM:SNTL,true,https://x.com/RedRiverSkiArea,https://www.facebook.com/redriverskiarea/,https://www.instagram.com/redriverskiarea/
Ski Apache,ski-apache,NM,Sacramento Mountains,33.4744,-105.7800,https://www.skiapache.com,https://www.skiapache.com/webcam,1034:NM:SNTL,true,https://x.com/SkiApache,https://www.facebook.com/SkiApache/,https://www.instagram.com/skiapache/
Whiteface Mountain,whiteface,NY,Adirondacks,44.3669,-73.9033,https://www.whiteface.com,https://www.whiteface.com/webcam,,true,https://x.com/SkiWhiteface,https://www.facebook.com/WhitefaceLakePlacid/,https://www.instagram.com/whiteface_mt/
Gore Mountain,gore,NY,Adirondacks,43.6739,-74.0036,https://www.goremountain.com,https://www.goremountain.com/webcam,,true,https://x.com/goremountain,https://www.facebook.com/GoreMountain/,https://www.instagram.com/goremountain/
Hunter Mountain,hunter,NY,Catskills,42.1822,-74.2103,https://www.huntermtn.com,https://www.huntermtn.com/webcam,,true,https://x.com/huntermtn,https://www.facebook.com/huntermtn/,https://www.instagram.com/huntermountain/
Windham Mountain,windham,NY,Catskills,42.2986,-74.2447,https://windhammountain.com,https://windhammountain.com/webcam,,true,https://x.com/windhammountain,https://www.facebook.com/windhamountainclub,https://www.instagram.com/windhammountainclub/
